COD_ASSUNTO;JUST_ES_1GRAU;JUST_ES_2GRAU;JUST_ES_JUIZADO_ES;JUST_ES_TURMAS;JUST_ES_1GRAU_MIL;JUST_ES_2GRAU_MIL;JUST_ES_JUIZADO_ES_FP;JUST_TU_ES_UN;JUST_FED_1GRAU;JUST_FED_2GRAU;JUST_FED_JUIZADO_ES;JUST_FED_TURMAS;JUST_FED_NACIONAL;JUST_FED_REGIONAL;JUST_TRAB_1GRAU;JUST_TRAB_2GRAU;JUST_TRAB_TST;JUST_TRAB_CSJT;STF;STJ;CJF;CNJ;JUST_MIL_UNIAO_1GRAU;JUST_MIL_UNIAO_STM;JUST_MIL_EST_1GRAU;JUST_MIL_EST_TJM;JUST_ELEI_1GRAU;JUST_ELEI_2GRAU;JUST_ELEI_TSE
10262;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10263;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10264;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10265;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10266;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10267;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10268;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10269;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10270;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10271;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10272;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10273;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10274;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10275;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10276;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10277;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10278;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10279;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10280;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10281;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10282;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10283;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10286;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10287;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10288;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10289;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10290;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10291;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10292;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10293;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10294;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10295;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10296;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10297;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10298;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10299;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10300;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10301;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10302;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10303;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10304;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10305;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10306;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10307;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10308;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10309;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10310;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10311;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10312;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10313;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10314;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10315;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10316;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10317;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10318;S;S;N;N;N;N;N;N;S;S;S;S;N;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10319;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10320;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10321;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10322;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10323;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10324;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10325;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10326;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10327;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10328;S;S;N;N;S;S;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10329;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10330;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10331;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10332;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10333;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10334;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10335;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10336;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10337;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10338;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10339;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10340;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10341;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10342;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10343;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10344;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10345;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10346;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10347;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10349;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10350;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10351;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10352;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10353;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10354;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10355;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10356;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10357;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10358;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10359;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10360;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10361;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10362;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10363;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10364;S;S;N;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10365;S;S;N;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10366;S;S;N;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10367;S;S;N;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10370;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10371;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10372;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10373;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10374;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10375;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10376;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10377;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10378;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10379;S;S;N;N;S;S;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;S;S;S;S;S
10380;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10381;S;S;N;N;S;S;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10382;S;S;N;N;S;S;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;S;S;S;S;S
10383;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10384;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10385;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10386;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10387;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10388;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;S;N;N;N;N;S;S;S
10389;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10390;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10391;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10392;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10393;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10394;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10395;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10396;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10397;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10398;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10399;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10400;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10401;S;S;N;N;N;N;S;S;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10402;S;S;N;N;N;N;S;S;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10403;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10404;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10405;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10406;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10407;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10408;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10409;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10410;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10411;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10412;N;N;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10413;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10414;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10415;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10416;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10417;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10418;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10419;S;S;N;N;N;N;S;S;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10420;S;S;N;N;N;N;S;S;S;S;S;S;N;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
10421;S;S;N;N;N;N;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;S;S;S
11210;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11211;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11212;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11213;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11214;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11215;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11216;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11217;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11218;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11219;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11220;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11221;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11222;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11231;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11232;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11233;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11234;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11235;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11236;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11237;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11238;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11239;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11240;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11241;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11242;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11243;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11244;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11245;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11246;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11247;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11248;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11249;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11250;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11251;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11252;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11253;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11254;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11255;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11256;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11257;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11258;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11259;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11260;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11261;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11262;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11263;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11264;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11265;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11266;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11275;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11276;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11277;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11278;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11279;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11280;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11281;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11282;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11283;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11284;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N
11285;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11286;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11287;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11288;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11289;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11290;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11291;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
11292;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;N;N;N
