COD_ASSUNTO;JUST_ES_1GRAU;JUST_ES_2GRAU;JUST_ES_JUIZADO_ES;JUST_ES_TURMAS;JUST_ES_1GRAU_MIL;JUST_ES_2GRAU_MIL;JUST_ES_JUIZADO_ES_FP;JUST_TU_ES_UN;JUST_FED_1GRAU;JUST_FED_2GRAU;JUST_FED_JUIZADO_ES;JUST_FED_TURMAS;JUST_FED_NACIONAL;JUST_FED_REGIONAL;JUST_TRAB_1GRAU;JUST_TRAB_2GRAU;JUST_TRAB_TST;JUST_TRAB_CSJT;STF;STJ;CJF;CNJ;JUST_MIL_UNIAO_1GRAU;JUST_MIL_UNIAO_STM;JUST_MIL_EST_1GRAU;JUST_MIL_EST_TJM;JUST_ELEI_1GRAU;JUST_ELEI_2GRAU;JUST_ELEI_TSE
2656;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
2657;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
2661;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
2662;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
2663;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
2666;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
2697;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
2704;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;S;N;N;N;N;N;N;N;N;N;N
287;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3369;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3370;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3371;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3372;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3373;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3375;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3385;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3386;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3387;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3388;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3389;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3390;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3391;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3392;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3393;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3394;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3395;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3396;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3397;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3400;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3401;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3402;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3403;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3404;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3405;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3406;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3407;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3408;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3409;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3410;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3411;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3412;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3413;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3414;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3415;S;S;S;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3416;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3417;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3418;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3419;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3420;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3421;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3422;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3423;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3424;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3425;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3426;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3427;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3428;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3429;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3430;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3431;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3432;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3433;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3434;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3435;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3436;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3437;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3438;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3442;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3443;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3445;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3446;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3447;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3448;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3449;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3450;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3451;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3452;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3453;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3454;N;N;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3455;N;N;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3456;N;N;S;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3457;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3458;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3459;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3460;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3461;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3462;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3463;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3465;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3466;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3467;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3468;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3469;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3471;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3472;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3473;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3474;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3475;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3476;S;S;S;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3477;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3479;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3480;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3481;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3482;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3483;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3484;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3485;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3486;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3487;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3488;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3489;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3490;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3491;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3492;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3493;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3494;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3495;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3496;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3497;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3498;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3500;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3501;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3502;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3503;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3504;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3505;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3506;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3507;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3508;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3509;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3510;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3511;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3512;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3513;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3514;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3515;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3516;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3517;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3519;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3520;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3521;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3523;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3524;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3527;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3528;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3529;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3530;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3531;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3532;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3533;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3534;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3535;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3536;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3537;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3538;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3539;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3540;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3541;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3542;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3543;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3545;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3546;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3547;S;S;S;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3548;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3550;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3551;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3552;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3553;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3554;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3555;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3556;N;N;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3557;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3558;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3559;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3560;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3561;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3562;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3563;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3564;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3565;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3566;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3567;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3568;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3569;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3570;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3571;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3572;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3573;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3574;N;N;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3575;N;N;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3576;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3577;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3578;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3579;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3580;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3581;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3582;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3583;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3584;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3585;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3586;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3587;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3588;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3589;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3590;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3591;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3592;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3593;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3594;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3595;S;S;S;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3596;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3597;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3598;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3603;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3604;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3605;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3606;S;S;S;S;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3607;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3608;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3609;N;N;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;N;N;N;S;S;S;S;S;S;S
3610;N;N;S;N;S;S;N;N;S;S;S;S;S;S;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
3611;N;N;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
