COD_ASSUNTO_NACIONAL;N1_COD;N1_DESC;N2_COD;N2_DESC;N3_COD;N3_DESC;N4_COD;N4_DESC;N5_COD;N5_DESC;N6_COD;N6_DESC;DESC_ASSUNTO
7710;899;DIREITO CIVIL;7681;Obrigações;7690;Adimplemento e Extinção;7710;Confusão;;;;; direito civil obrigações adimplemento e extinção confusão   
4718;899;DIREITO CIVIL;7681;Obrigações;7688;Transmissão;4718;Cessão de Crédito;;;;; direito civil obrigações transmissão cessão de crédito   
7689;899;DIREITO CIVIL;7681;Obrigações;7688;Transmissão;7689;Assunção de Dívida;;;;; direito civil obrigações transmissão assunção de dívida   
4969;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4969;Cédula Hipotecária;;;;; direito civil obrigações espécies de títulos de crédito cédula hipotecária   
4971;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4971;Debêntures;;;;; direito civil obrigações espécies de títulos de crédito debêntures   
4960;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4960;Cédula de Crédito Bancário;;;;; direito civil obrigações espécies de títulos de crédito cédula de crédito bancário   
4961;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4961;Cédula de Crédito à Exportação;;;;; direito civil obrigações espécies de títulos de crédito cédula de crédito à exportação   
4962;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4962;Cédula de Crédito Comercial;;;;; direito civil obrigações espécies de títulos de crédito cédula de crédito comercial   
4963;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4963;Cédula de Crédito Industrial;;;;; direito civil obrigações espécies de títulos de crédito cédula de crédito industrial   
4968;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4968;Cédula de Produto Rural;;;;; direito civil obrigações espécies de títulos de crédito cédula de produto rural   
4970;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4970;Cheque;;;;; direito civil obrigações espécies de títulos de crédito cheque   
4972;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4972;Duplicata;;;;; direito civil obrigações espécies de títulos de crédito duplicata   
4974;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4974;Nota de Crédito Comercial;;;;; direito civil obrigações espécies de títulos de crédito nota de crédito comercial   
4975;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4975;Nota de Crédito Industrial;;;;; direito civil obrigações espécies de títulos de crédito nota de crédito industrial   
4976;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4976;Nota de Crédito Rural;;;;; direito civil obrigações espécies de títulos de crédito nota de crédito rural   
4980;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4980;Nota Promissória;;;;; direito civil obrigações espécies de títulos de crédito nota promissória   
4981;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4981;Warrant;;;;; direito civil obrigações espécies de títulos de crédito warrant   
4964;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4964;Cédula de Crédito Rural;;;;; direito civil obrigações espécies de títulos de crédito cédula de crédito rural   
4973;899;DIREITO CIVIL;7681;Obrigações;7717;Espécies de Títulos de Crédito;4973;Letra de Câmbio;;;;; direito civil obrigações espécies de títulos de crédito letra de câmbio   
9575;899;DIREITO CIVIL;7681;Obrigações;4949;Títulos de Crédito;9575;Sustação de Protesto;;;;; direito civil obrigações títulos de crédito sustação de protesto   
4951;899;DIREITO CIVIL;7681;Obrigações;4949;Títulos de Crédito;4951;Anulação;;;;; direito civil obrigações títulos de crédito anulação   
4957;899;DIREITO CIVIL;7681;Obrigações;4949;Títulos de Crédito;4957;Requisitos;;;;; direito civil obrigações títulos de crédito requisitos   
9541;899;DIREITO CIVIL;5754;Pessoas naturais;9541;Capacidade;;;;;;; direito civil pessoas naturais capacidade    
9542;899;DIREITO CIVIL;5754;Pessoas naturais;9542;Curadoria dos bens do ausente;;;;;;; direito civil pessoas naturais curadoria dos bens do ausente    
7949;899;DIREITO CIVIL;5754;Pessoas naturais;7949;Direitos da Personalidade;;;;;;; direito civil pessoas naturais direitos da personalidade    
9543;899;DIREITO CIVIL;5754;Pessoas naturais;9543;Sucessão Provisória;;;;;;; direito civil pessoas naturais sucessão provisória    
10445;899;DIREITO CIVIL;10432;Coisas;10444;Posse;10445;Esbulho / Turbação / Ameaça;;;;; direito civil coisas posse esbulho / turbação / ameaça   
10446;899;DIREITO CIVIL;10432;Coisas;10444;Posse;10446;Imissão;;;;; direito civil coisas posse imissão   
10447;899;DIREITO CIVIL;10432;Coisas;10444;Posse;10447;Aquisição;;;;; direito civil coisas posse aquisição   
11413;899;DIREITO CIVIL;10432;Coisas;11413;Conflito fundiário coletivo urbano;;;;;;; direito civil coisas conflito fundiário coletivo urbano    
11412;899;DIREITO CIVIL;10432;Coisas;11412;Conflito fundiário coletivo rural;;;;;;; direito civil coisas conflito fundiário coletivo rural    
10483;899;DIREITO CIVIL;10432;Coisas;10483;Servidão;;;;;;; direito civil coisas servidão    
10492;899;DIREITO CIVIL;10432;Coisas;10488;Penhor;10492;Veículos;;;;; direito civil coisas penhor veículos   
10491;899;DIREITO CIVIL;10432;Coisas;10488;Penhor;10491;Direitos e Títulos de Crédito;;;;; direito civil coisas penhor direitos e títulos de crédito   
10490;899;DIREITO CIVIL;10432;Coisas;10488;Penhor;10490;Industrial / Mercantil;;;;; direito civil coisas penhor industrial / mercantil   
10489;899;DIREITO CIVIL;10432;Coisas;10488;Penhor;10489;Rural - Agrícola/Pecuário;;;;; direito civil coisas penhor rural - agrícola/pecuário   
10493;899;DIREITO CIVIL;10432;Coisas;10488;Penhor;10493;Legal;;;;; direito civil coisas penhor legal   
10487;899;DIREITO CIVIL;10432;Coisas;10487;Habitação;;;;;;; direito civil coisas habitação    
10486;899;DIREITO CIVIL;10432;Coisas;10486;Uso;;;;;;; direito civil coisas uso    
10485;899;DIREITO CIVIL;10432;Coisas;10485;Superfície;;;;;;; direito civil coisas superfície    
10453;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10453;Retificação de Área de Imóvel;;;;; direito civil coisas propriedade retificação de área de imóvel   
10461;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10461;Direito de Vizinhança;;;;; direito civil coisas propriedade direito de vizinhança   
10456;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;10456;Acessão;;; direito civil coisas propriedade aquisição acessão  
10457;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;10457;Usucapião Especial (Constitucional);;; direito civil coisas propriedade aquisição usucapião especial (constitucional)  
10460;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;10460;Usucapião Especial Coletiva;;; direito civil coisas propriedade aquisição usucapião especial coletiva  
11990;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;11990;Usucapião de bem móvel;;; direito civil coisas propriedade aquisição usucapião de bem móvel  
11980;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;11980;Usucapião Conjugal;;; direito civil coisas propriedade aquisição usucapião conjugal  
10500;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;10500;Usucapião da L 6.969/1981;;; direito civil coisas propriedade aquisição usucapião da l 6.969/1981  
10459;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;10459;Usucapião Ordinária;;; direito civil coisas propriedade aquisição usucapião ordinária  
10458;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10455;Aquisição;10458;Usucapião Extraordinária;;; direito civil coisas propriedade aquisição usucapião extraordinária  
10499;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;4654;Propriedade Intelectual / Industrial;10499;Programa de Computador;;; direito civil coisas propriedade propriedade intelectual / industrial programa de computador  
4670;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;4654;Propriedade Intelectual / Industrial;4670;Desenho Industrial;;; direito civil coisas propriedade propriedade intelectual / industrial desenho industrial  
4660;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;4654;Propriedade Intelectual / Industrial;4660;Patente;;; direito civil coisas propriedade propriedade intelectual / industrial patente  
4656;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;4654;Propriedade Intelectual / Industrial;4656;Direito Autoral;;; direito civil coisas propriedade propriedade intelectual / industrial direito autoral  
4680;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;4654;Propriedade Intelectual / Industrial;4680;Marca;;; direito civil coisas propriedade propriedade intelectual / industrial marca  
10454;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10454;Alienação Judicial;;;;; direito civil coisas propriedade alienação judicial   
10452;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10452;Reivindicação;;;;; direito civil coisas propriedade reivindicação   
10451;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10451;Divisão e Demarcação;;;;; direito civil coisas propriedade divisão e demarcação   
10449;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10449;Perda da Propriedade;;;;; direito civil coisas propriedade perda da propriedade   
10450;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10450;Adjudicação Compulsória;;;;; direito civil coisas propriedade adjudicação compulsória   
10462;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10462;Condomínio;;;;; direito civil coisas propriedade condomínio   
10465;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10463;Condomínio em Edifício;10465;Alteração de Coisa Comum;;; direito civil coisas propriedade condomínio em edifício alteração de coisa comum  
10464;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10463;Condomínio em Edifício;10464;Administração;;; direito civil coisas propriedade condomínio em edifício administração  
10466;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10463;Condomínio em Edifício;10466;Assembléia;;; direito civil coisas propriedade condomínio em edifício assembléia  
10467;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10463;Condomínio em Edifício;10467;Despesas Condominiais;;; direito civil coisas propriedade condomínio em edifício despesas condominiais  
10595;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10463;Condomínio em Edifício;10595;Multa;;; direito civil coisas propriedade condomínio em edifício multa  
10468;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10463;Condomínio em Edifício;10468;Direitos / Deveres do Condômino;;; direito civil coisas propriedade condomínio em edifício direitos / deveres do condômino  
10469;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10463;Condomínio em Edifício;10469;Vaga de garagem;;; direito civil coisas propriedade condomínio em edifício vaga de garagem  
10470;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10470;Incorporação Imobiliária;;;;; direito civil coisas propriedade incorporação imobiliária   
10480;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10480;Propriedade Resolúvel;;;;; direito civil coisas propriedade propriedade resolúvel   
10481;899;DIREITO CIVIL;10432;Coisas;10448;Propriedade;10481;Propriedade Fiduciária;;;;; direito civil coisas propriedade propriedade fiduciária   
10484;899;DIREITO CIVIL;10432;Coisas;10484;Usufruto;;;;;;; direito civil coisas usufruto    
10496;899;DIREITO CIVIL;10432;Coisas;10496;Promessa de Compra e Venda;;;;;;; direito civil coisas promessa de compra e venda    
10482;899;DIREITO CIVIL;10432;Coisas;10482;Enfiteuse;;;;;;; direito civil coisas enfiteuse    
10494;899;DIREITO CIVIL;10432;Coisas;10494;Hipoteca;;;;;;; direito civil coisas hipoteca    
10495;899;DIREITO CIVIL;10432;Coisas;10495;Anticrese;;;;;;; direito civil coisas anticrese    
5632;899;DIREITO CIVIL;7947;Fatos Jurídicos;5632;Prescrição e Decadência;;;;;;; direito civil fatos jurídicos prescrição e decadência    
4703;899;DIREITO CIVIL;7947;Fatos Jurídicos;4701;Ato / Negócio Jurídico;4703;Defeito, nulidade ou anulação;;;;; direito civil fatos jurídicos ato / negócio jurídico defeito, nulidade ou anulação   
4706;899;DIREITO CIVIL;7947;Fatos Jurídicos;4701;Ato / Negócio Jurídico;4706;Evicção ou Vicio Redibitório;;;;; direito civil fatos jurídicos ato / negócio jurídico evicção ou vicio redibitório   
5595;1146;DIREITO MARÍTIMO;5595;Responsabilidade do Comandante ou Capitão;;;;;;;;; direito marítimo responsabilidade do comandante ou capitão     
5585;1146;DIREITO MARÍTIMO;5585;Registro / Cadastro do Armador;;;;;;;;; direito marítimo registro / cadastro do armador     
5194;1146;DIREITO MARÍTIMO;7783;Responsabilidade Contratual;5194;Seguros Marítimos;;;;;;; direito marítimo responsabilidade contratual seguros marítimos    
7798;1146;DIREITO MARÍTIMO;7783;Responsabilidade Contratual;7798;Quanto à Carga;;;;;;; direito marítimo responsabilidade contratual quanto à carga    
7797;1146;DIREITO MARÍTIMO;7783;Responsabilidade Contratual;7797;Quanto à Embarcação;;;;;;; direito marítimo responsabilidade contratual quanto à embarcação    
5193;1146;DIREITO MARÍTIMO;7783;Responsabilidade Contratual;5193;Engajamento e Profissionais Marítimos;;;;;;; direito marítimo responsabilidade contratual engajamento e profissionais marítimos    
5609;1146;DIREITO MARÍTIMO;7783;Responsabilidade Contratual;5609;Hipoteca Marítima;;;;;;; direito marítimo responsabilidade contratual hipoteca marítima    
5196;1146;DIREITO MARÍTIMO;7783;Responsabilidade Contratual;5196;Aluguel de Embarcações (Fretamento E Carta Partida);;;;;;; direito marítimo responsabilidade contratual aluguel de embarcações (fretamento e carta partida)    
5612;1146;DIREITO MARÍTIMO;7783;Responsabilidade Contratual;5612;Créditos / Privilégios Marítimos;;;;;;; direito marítimo responsabilidade contratual créditos / privilégios marítimos    
5603;1146;DIREITO MARÍTIMO;5603;Inscrição / Registro da Embarcação;;;;;;;;; direito marítimo inscrição / registro da embarcação     
5575;1146;DIREITO MARÍTIMO;7784;Responsabilidade Extracontratual;5575;Abandono;;;;;;; direito marítimo responsabilidade extracontratual abandono    
5589;1146;DIREITO MARÍTIMO;7784;Responsabilidade Extracontratual;5589;Arresto de Embarcação;;;;;;; direito marítimo responsabilidade extracontratual arresto de embarcação    
7799;1146;DIREITO MARÍTIMO;7784;Responsabilidade Extracontratual;7799;Clandestinos;;;;;;; direito marítimo responsabilidade extracontratual clandestinos    
5577;1146;DIREITO MARÍTIMO;7784;Responsabilidade Extracontratual;5577;Acidentes da Navegação;;;;;;; direito marítimo responsabilidade extracontratual acidentes da navegação    
5591;1146;DIREITO MARÍTIMO;7784;Responsabilidade Extracontratual;5591;Assistência / Salvamento;;;;;;; direito marítimo responsabilidade extracontratual assistência / salvamento    
5592;1146;DIREITO MARÍTIMO;7784;Responsabilidade Extracontratual;5592;Avaria;;;;;;; direito marítimo responsabilidade extracontratual avaria    
5624;1146;DIREITO MARÍTIMO;5621;Serviços Auxiliares da Navegação;5624;Praticagem;;;;;;; direito marítimo serviços auxiliares da navegação praticagem    
5622;1146;DIREITO MARÍTIMO;5621;Serviços Auxiliares da Navegação;5622;Agenciamento;;;;;;; direito marítimo serviços auxiliares da navegação agenciamento    
5623;1146;DIREITO MARÍTIMO;5621;Serviços Auxiliares da Navegação;5623;Corretagem de Embarcação;;;;;;; direito marítimo serviços auxiliares da navegação corretagem de embarcação    
11861;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;11861;Combustíveis e derivados;;;;;;; direito do consumidor contratos de consumo combustíveis e derivados    
11814;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7776;Transporte Terrestre;11814;Transporte Ferroviário;;;;; direito do consumidor contratos de consumo transporte terrestre transporte ferroviário   
11815;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7776;Transporte Terrestre;11815;Transporte Rodoviário;;;;; direito do consumidor contratos de consumo transporte terrestre transporte rodoviário   
7775;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7775;Serviços Hospitalares;;;;;;; direito do consumidor contratos de consumo serviços hospitalares    
7774;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7774;Serviços Profissionais;;;;;;; direito do consumidor contratos de consumo serviços profissionais    
7773;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7773;Financiamento de Produto;;;;;;; direito do consumidor contratos de consumo financiamento de produto    
7772;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7772;Cartão de Crédito;;;;;;; direito do consumidor contratos de consumo cartão de crédito    
12222;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;6233;Planos de Saúde;12222;Fornecimento de medicamentos;;;;; direito do consumidor contratos de consumo planos de saúde fornecimento de medicamentos   
12223;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;6233;Planos de Saúde;12223;Tratamento médico-hospitalar;;;;; direito do consumidor contratos de consumo planos de saúde tratamento médico-hospitalar   
12224;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;6233;Planos de Saúde;12224;Unidade de terapia intensiva (UTI) ou Unidade de cuidados intensivos (UCI);;;;; direito do consumidor contratos de consumo planos de saúde unidade de terapia intensiva (uti) ou unidade de cuidados intensivos (uci)   
12225;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;6233;Planos de Saúde;12225;Reajuste contratual;;;;; direito do consumidor contratos de consumo planos de saúde reajuste contratual   
11808;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;11808;Capitalização e Previdência Privada;;;;;;; direito do consumidor contratos de consumo capitalização e previdência privada    
11860;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;11860;Produto Impróprio;;;;;;; direito do consumidor contratos de consumo produto impróprio    
7760;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7760;Fornecimento de Energia Elétrica;;;;;;; direito do consumidor contratos de consumo fornecimento de energia elétrica    
7627;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7617;Telefonia;7627;Pulsos Excedentes;;;;; direito do consumidor contratos de consumo telefonia pulsos excedentes   
7626;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7617;Telefonia;7626;Assinatura Básica Mensal;;;;; direito do consumidor contratos de consumo telefonia assinatura básica mensal   
10598;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7617;Telefonia;10598;Cobrança indevida de ligações;;;;; direito do consumidor contratos de consumo telefonia cobrança indevida de ligações   
4832;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;4862;Transporte Aéreo;4832;Extravio de bagagem;;;;; direito do consumidor contratos de consumo transporte aéreo extravio de bagagem   
7748;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;4862;Transporte Aéreo;7748;Acidente Aéreo;;;;; direito do consumidor contratos de consumo transporte aéreo acidente aéreo   
4829;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;4862;Transporte Aéreo;4829;Atraso de vôo;;;;; direito do consumidor contratos de consumo transporte aéreo atraso de vôo   
4830;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;4862;Transporte Aéreo;4830;Cancelamento de vôo;;;;; direito do consumidor contratos de consumo transporte aéreo cancelamento de vôo   
4831;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;4862;Transporte Aéreo;4831;Overbooking;;;;; direito do consumidor contratos de consumo transporte aéreo overbooking   
7618;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7618;Turismo;;;;;;; direito do consumidor contratos de consumo turismo    
7761;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7761;Fornecimento de Água;;;;;;; direito do consumidor contratos de consumo fornecimento de água    
7619;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7619;Consórcio;;;;;;; direito do consumidor contratos de consumo consórcio    
7620;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7620;Estabelecimentos de Ensino;;;;;;; direito do consumidor contratos de consumo estabelecimentos de ensino    
7621;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7621;Seguro;;;;;;; direito do consumidor contratos de consumo seguro    
11809;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;11809;Transporte Aquaviário;;;;;;; direito do consumidor contratos de consumo transporte aquaviário    
10945;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7752;Bancários;10945;Expurgos Inflacionários / Planos Econômicos;;;;; direito do consumidor contratos de consumo bancários expurgos inflacionários / planos econômicos   
11806;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7752;Bancários;11806;Empréstimo consignado;;;;; direito do consumidor contratos de consumo bancários empréstimo consignado   
11807;1156;DIREITO DO CONSUMIDOR;7771;Contratos de Consumo;7752;Bancários;11807;Tarifas;;;;; direito do consumidor contratos de consumo bancários tarifas   
11810;1156;DIREITO DO CONSUMIDOR;11810;Dever de Informação;;;;;;;;; direito do consumidor dever de informação     
7767;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7767;Substituição do Produto;;;;;;; direito do consumidor responsabilidade do fornecedor substituição do produto    
7769;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7769;Abatimento proporcional do preço;;;;;;; direito do consumidor responsabilidade do fornecedor abatimento proporcional do preço    
7781;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7779;Indenização por Dano Moral;7781;Protesto Indevido de Título;;;;; direito do consumidor responsabilidade do fornecedor indenização por dano moral protesto indevido de título   
6226;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7779;Indenização por Dano Moral;6226;Inclusão Indevida em Cadastro de Inadimplentes;;;;; direito do consumidor responsabilidade do fornecedor indenização por dano moral inclusão indevida em cadastro de inadimplentes   
12042;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7779;Indenização por Dano Moral;12042;Análise de Crédito;;;;; direito do consumidor responsabilidade do fornecedor indenização por dano moral análise de crédito   
7770;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7770;Interpretação / Revisão de Contrato;;;;;;; direito do consumidor responsabilidade do fornecedor interpretação / revisão de contrato    
7768;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7768;Rescisão do contrato e devolução do dinheiro;;;;;;; direito do consumidor responsabilidade do fornecedor rescisão do contrato e devolução do dinheiro    
7780;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;7780;Indenização por Dano Material;;;;;;; direito do consumidor responsabilidade do fornecedor indenização por dano material    
11867;1156;DIREITO DO CONSUMIDOR;6220;Responsabilidade do Fornecedor;11867;Produto Impróprio;;;;;;; direito do consumidor responsabilidade do fornecedor produto impróprio    
12757;1156;DIREITO DO CONSUMIDOR;12755;Direito Coletivo;12757;Interesses ou Direitos Coletivos em Sentido Estrito;;;;;;; direito do consumidor direito coletivo interesses ou direitos coletivos em sentido estrito    
12756;1156;DIREITO DO CONSUMIDOR;12755;Direito Coletivo;12756;Interesses ou Direitos Difusos;;;;;;; direito do consumidor direito coletivo interesses ou direitos difusos    
12758;1156;DIREITO DO CONSUMIDOR;12755;Direito Coletivo;12758;Interesses ou Direitos Individuais Homogêneos;;;;;;; direito do consumidor direito coletivo interesses ou direitos individuais homogêneos    
11811;1156;DIREITO DO CONSUMIDOR;11811;Práticas Abusivas;;;;;;;;; direito do consumidor práticas abusivas     
11812;1156;DIREITO DO CONSUMIDOR;11812;Oferta e Publicidade;;;;;;;;; direito do consumidor oferta e publicidade     
11864;1156;DIREITO DO CONSUMIDOR;11864;Irregularidade no atendimento;;;;;;;;; direito do consumidor irregularidade no atendimento     
11866;1156;DIREITO DO CONSUMIDOR;11866;Jogos / Sorteios / Promoções comerciais;;;;;;;;; direito do consumidor jogos / sorteios / promoções comerciais     
11868;1156;DIREITO DO CONSUMIDOR;11868;Combustíveis e derivados;;;;;;;;; direito do consumidor combustíveis e derivados     
11974;1156;DIREITO DO CONSUMIDOR;11974;Cláusulas Abusivas;;;;;;;;; direito do consumidor cláusulas abusivas     
11865;1156;DIREITO DO CONSUMIDOR;11865;Vendas casadas;;;;;;;;; direito do consumidor vendas casadas     
12159;1209;DIREITO PROCESSUAL PENAL;12159;Registro de Ocorrência pela PM;;;;;;;;; direito processual penal registro de ocorrência pela pm     
12158;1209;DIREITO PROCESSUAL PENAL;12158;Registro de Ocorrência pela PM;;;;;;;;; direito processual penal registro de ocorrência pela pm     
7929;1209;DIREITO PROCESSUAL PENAL;7929;Prisão em flagrante;;;;;;;;; direito processual penal prisão em flagrante     
10904;1209;DIREITO PROCESSUAL PENAL;10904;Prisão Domiciliar / Especial;;;;;;;;; direito processual penal prisão domiciliar / especial     
4370;1209;DIREITO PROCESSUAL PENAL;4368;Denúncia/Queixa;4370;Recebimento;;;;;;; direito processual penal denúncia/queixa recebimento    
4371;1209;DIREITO PROCESSUAL PENAL;4368;Denúncia/Queixa;4371;Rejeição;;;;;;; direito processual penal denúncia/queixa rejeição    
10935;1209;DIREITO PROCESSUAL PENAL;4368;Denúncia/Queixa;10935;Desclassificação;;;;;;; direito processual penal denúncia/queixa desclassificação    
4355;1209;DIREITO PROCESSUAL PENAL;4355;Prisão Preventiva;;;;;;;;; direito processual penal prisão preventiva     
10891;1209;DIREITO PROCESSUAL PENAL;10891;Habeas Corpus - Cabimento;;;;;;;;; direito processual penal habeas corpus - cabimento     
4310;1209;DIREITO PROCESSUAL PENAL;4310;Fiança;;;;;;;;; direito processual penal fiança     
7940;1209;DIREITO PROCESSUAL PENAL;4305;Recurso;7940;Deserção;;;;;;; direito processual penal recurso deserção    
7941;1209;DIREITO PROCESSUAL PENAL;4305;Recurso;7941;Denegação;;;;;;; direito processual penal recurso denegação    
10631;1209;DIREITO PROCESSUAL PENAL;4291;Jurisdição e Competência;10631;Desaforamento;;;;;;; direito processual penal jurisdição e competência desaforamento    
10898;1209;DIREITO PROCESSUAL PENAL;4291;Jurisdição e Competência;10898;Competência da Justiça Federal;;;;;;; direito processual penal jurisdição e competência competência da justiça federal    
10899;1209;DIREITO PROCESSUAL PENAL;4291;Jurisdição e Competência;10899;Competência da Justiça Estadual;;;;;;; direito processual penal jurisdição e competência competência da justiça estadual    
10897;1209;DIREITO PROCESSUAL PENAL;4291;Jurisdição e Competência;10897;Competência dos Juizados Especiais;;;;;;; direito processual penal jurisdição e competência competência dos juizados especiais    
10909;1209;DIREITO PROCESSUAL PENAL;4291;Jurisdição e Competência;10909;Imunidade em razão de função, ofício ou profissão;;;;;;; direito processual penal jurisdição e competência imunidade em razão de função, ofício ou profissão    
10900;1209;DIREITO PROCESSUAL PENAL;4291;Jurisdição e Competência;10900;Competência por Prerrogativa de Função;;;;;;; direito processual penal jurisdição e competência competência por prerrogativa de função    
10608;1209;DIREITO PROCESSUAL PENAL;10604;Investigação Penal;10608;Quebra do Sigilo Fiscal;;;;;;; direito processual penal investigação penal quebra do sigilo fiscal    
12640;1209;DIREITO PROCESSUAL PENAL;10604;Investigação Penal;12640;Arquivamento de Procedimento Investigatório Criminal - PIC-MP;;;;;;; direito processual penal investigação penal arquivamento de procedimento investigatório criminal - pic-mp    
10609;1209;DIREITO PROCESSUAL PENAL;10604;Investigação Penal;10609;Quebra do Sigilo Telefônico;;;;;;; direito processual penal investigação penal quebra do sigilo telefônico    
10607;1209;DIREITO PROCESSUAL PENAL;10604;Investigação Penal;10607;Quebra do Sigilo Bancário;;;;;;; direito processual penal investigação penal quebra do sigilo bancário    
10606;1209;DIREITO PROCESSUAL PENAL;10604;Investigação Penal;10606;Cerceamento de Defesa;;;;;;; direito processual penal investigação penal cerceamento de defesa    
