COD_ASSUNTO_NACIONAL;N1_COD;N1_DESC;N2_COD;N2_DESC;N3_COD;N3_DESC;N4_COD;N4_DESC;N5_COD;N5_DESC;N6_COD;N6_DESC;DESC_ASSUNTO
5976;14;DIREITO TRIBUTÁRIO;5973;Empréstimos Compulsórios;5976;Aquisição de passagens e moedas - Viagem Exterior;;;;;;; direito tributário empréstimos compulsórios aquisição de passagens e moedas - viagem exterior    
5975;14;DIREITO TRIBUTÁRIO;5973;Empréstimos Compulsórios;5975;Aquisição de combustíveis;;;;;;; direito tributário empréstimos compulsórios aquisição de combustíveis    
5974;14;DIREITO TRIBUTÁRIO;5973;Empréstimos Compulsórios;5974;Aquisição de veículos automotores;;;;;;; direito tributário empréstimos compulsórios aquisição de veículos automotores    
5977;14;DIREITO TRIBUTÁRIO;5973;Empréstimos Compulsórios;5977;Energia Elétrica;;;;;;; direito tributário empréstimos compulsórios energia elétrica    
5971;14;DIREITO TRIBUTÁRIO;5956;Taxas;5971;Estaduais;;;;;;; direito tributário taxas estaduais    
10535;14;DIREITO TRIBUTÁRIO;5956;Taxas;5972;Municipais;10535;Taxa de Iluminação Pública;;;;; direito tributário taxas municipais taxa de iluminação pública   
10536;14;DIREITO TRIBUTÁRIO;5956;Taxas;5972;Municipais;10536;Taxa de Coleta de Lixo;;;;; direito tributário taxas municipais taxa de coleta de lixo   
10534;14;DIREITO TRIBUTÁRIO;5956;Taxas;5972;Municipais;10534;Taxa de Limpeza Pública;;;;; direito tributário taxas municipais taxa de limpeza pública   
10538;14;DIREITO TRIBUTÁRIO;5956;Taxas;5972;Municipais;10538;Taxa de Licenciamento de Estabelecimento;;;;; direito tributário taxas municipais taxa de licenciamento de estabelecimento   
10537;14;DIREITO TRIBUTÁRIO;5956;Taxas;5972;Municipais;10537;Taxa de Prevenção e Combate a Incêndio;;;;; direito tributário taxas municipais taxa de prevenção e combate a incêndio   
5962;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5962;Taxa de Fiscalização Ambiental;;;;; direito tributário taxas federais taxa de fiscalização ambiental   
5961;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5961;Taxa de Exploração Mineral;;;;; direito tributário taxas federais taxa de exploração mineral   
5958;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5958;Taxa Anual por Hectare;;;;; direito tributário taxas federais taxa anual por hectare   
5964;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5964;Taxa de Licença de Importação;;;;; direito tributário taxas federais taxa de licença de importação   
5959;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5959;Taxa de Armazenamento;;;;; direito tributário taxas federais taxa de armazenamento   
5963;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5963;Taxa de Guia de Importação;;;;; direito tributário taxas federais taxa de guia de importação   
5970;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5970;Taxa de Aferição de Equipamentos de Metrologia;;;;; direito tributário taxas federais taxa de aferição de equipamentos de metrologia   
5969;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5969;Taxa Judiciária;;;;; direito tributário taxas federais taxa judiciária   
5968;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5968;Taxa de Fiscalização da Comissão de Valores Mobiliários;;;;; direito tributário taxas federais taxa de fiscalização da comissão de valores mobiliários   
5967;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5967;Taxa de Saúde Suplementar;;;;; direito tributário taxas federais taxa de saúde suplementar   
5966;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5966;Taxa de Permanência;;;;; direito tributário taxas federais taxa de permanência   
5965;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5965;Taxa de Melhoramento de Portos;;;;; direito tributário taxas federais taxa de melhoramento de portos   
5960;14;DIREITO TRIBUTÁRIO;5956;Taxas;5957;Federais;5960;Taxa de Despacho Aduaneiro;;;;; direito tributário taxas federais taxa de despacho aduaneiro   
10540;14;DIREITO TRIBUTÁRIO;5913;Limitações ao Poder de Tributar;10540;Competência Tributária;;;;;;; direito tributário limitações ao poder de tributar competência tributária    
5915;14;DIREITO TRIBUTÁRIO;5913;Limitações ao Poder de Tributar;5915;Isenção;;;;;;; direito tributário limitações ao poder de tributar isenção    
10529;14;DIREITO TRIBUTÁRIO;5913;Limitações ao Poder de Tributar;5914;Imunidade;10529;Partidos Políticos;;;;; direito tributário limitações ao poder de tributar imunidade partidos políticos   
10530;14;DIREITO TRIBUTÁRIO;5913;Limitações ao Poder de Tributar;5914;Imunidade;10530;Imunidade Recíproca;;;;; direito tributário limitações ao poder de tributar imunidade imunidade recíproca   
10527;14;DIREITO TRIBUTÁRIO;5913;Limitações ao Poder de Tributar;5914;Imunidade;10527;Livros / Jornais / Periódicos;;;;; direito tributário limitações ao poder de tributar imunidade livros / jornais / periódicos   
10528;14;DIREITO TRIBUTÁRIO;5913;Limitações ao Poder de Tributar;5914;Imunidade;10528;Entidades Sem Fins Lucrativos;;;;; direito tributário limitações ao poder de tributar imunidade entidades sem fins lucrativos   
6093;14;DIREITO TRIBUTÁRIO;6089;Regimes Especiais de Tributação;6093;Super SIMPLES;;;;;;; direito tributário regimes especiais de tributação super simples    
6092;14;DIREITO TRIBUTÁRIO;6089;Regimes Especiais de Tributação;6092;SIMPLES;;;;;;; direito tributário regimes especiais de tributação simples    
6091;14;DIREITO TRIBUTÁRIO;6089;Regimes Especiais de Tributação;6091;PAES/Parcelamento Especial;;;;;;; direito tributário regimes especiais de tributação paes/parcelamento especial    
6090;14;DIREITO TRIBUTÁRIO;6089;Regimes Especiais de Tributação;6090;REFIS/Programa de Recuperação Fiscal;;;;;;; direito tributário regimes especiais de tributação refis/programa de recuperação fiscal    
5952;14;DIREITO TRIBUTÁRIO;5916;Impostos;5952;IPTU/ Imposto Predial e Territorial Urbano;;;;;;; direito tributário impostos iptu/ imposto predial e territorial urbano    
5947;14;DIREITO TRIBUTÁRIO;5916;Impostos;5946;ICMS/ Imposto sobre Circulação de Mercadorias;5947;ICMS/Importação;;;;; direito tributário impostos icms/ imposto sobre circulação de mercadorias icms/importação   
10872;14;DIREITO TRIBUTÁRIO;5916;Impostos;5946;ICMS/ Imposto sobre Circulação de Mercadorias;10872;Nao Cumulatividade;;;;; direito tributário impostos icms/ imposto sobre circulação de mercadorias nao cumulatividade   
10531;14;DIREITO TRIBUTÁRIO;5916;Impostos;5946;ICMS/ Imposto sobre Circulação de Mercadorias;10531;ICMS / Incidência Sobre o Ativo Fixo;;;;; direito tributário impostos icms/ imposto sobre circulação de mercadorias icms / incidência sobre o ativo fixo   
5955;14;DIREITO TRIBUTÁRIO;5916;Impostos;5955;ITCD - Imposto de Transmissão Causa Mortis;;;;;;; direito tributário impostos itcd - imposto de transmissão causa mortis    
5943;14;DIREITO TRIBUTÁRIO;5916;Impostos;5941;II/ Imposto sobre Importação;5943;Drawback;;;;; direito tributário impostos ii/ imposto sobre importação drawback   
5942;14;DIREITO TRIBUTÁRIO;5916;Impostos;5941;II/ Imposto sobre Importação;5942;Importação de bens usados;;;;; direito tributário impostos ii/ imposto sobre importação importação de bens usados   
10947;14;DIREITO TRIBUTÁRIO;5916;Impostos;5945;IPI/ Imposto sobre Produtos Industrializados;10947;Princípio da Seletividade;;;;; direito tributário impostos ipi/ imposto sobre produtos industrializados princípio da seletividade   
10871;14;DIREITO TRIBUTÁRIO;5916;Impostos;5945;IPI/ Imposto sobre Produtos Industrializados;10871;Não Cumulatividade;;;;; direito tributário impostos ipi/ imposto sobre produtos industrializados não cumulatividade   
10903;14;DIREITO TRIBUTÁRIO;5916;Impostos;5945;IPI/ Imposto sobre Produtos Industrializados;10903;Incidência sobre desconto incondicional;;;;; direito tributário impostos ipi/ imposto sobre produtos industrializados incidência sobre desconto incondicional   
5949;14;DIREITO TRIBUTÁRIO;5916;Impostos;5948;IOC/IOF Imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários;5949;Incidência sobre Ações de Companhias Abertas;;;;; direito tributário impostos ioc/iof imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários incidência sobre ações de companhias abertas   
5950;14;DIREITO TRIBUTÁRIO;5916;Impostos;5950;ITR/ Imposto Territorial Rural;;;;;;; direito tributário impostos itr/ imposto territorial rural    
5951;14;DIREITO TRIBUTÁRIO;5916;Impostos;5951;ISS/ Imposto sobre Serviços;;;;;;; direito tributário impostos iss/ imposto sobre serviços    
5953;14;DIREITO TRIBUTÁRIO;5916;Impostos;5953;IPVA - Imposto Sobre Propriedade de Veículos Automotores;;;;;;; direito tributário impostos ipva - imposto sobre propriedade de veículos automotores    
5944;14;DIREITO TRIBUTÁRIO;5916;Impostos;5944;IE/ Imposto sobre Exportação;;;;;;; direito tributário impostos ie/ imposto sobre exportação    
10690;14;DIREITO TRIBUTÁRIO;5916;Impostos;10690;IPMF - Imposto Provisório sobre Movimentação Financeira;;;;;;; direito tributário impostos ipmf - imposto provisório sobre movimentação financeira    
5936;14;DIREITO TRIBUTÁRIO;5916;Impostos;5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5936;Incidência sobre Aplicações Financeiras;;;;; direito tributário impostos irpj/imposto de renda de pessoa jurídica incidência sobre aplicações financeiras   
5935;14;DIREITO TRIBUTÁRIO;5916;Impostos;5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5935;Demonstrações Financeiras (DCTF);;;;; direito tributário impostos irpj/imposto de renda de pessoa jurídica demonstrações financeiras (dctf)   
5937;14;DIREITO TRIBUTÁRIO;5916;Impostos;5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5937;Retido na fonte;;;;; direito tributário impostos irpj/imposto de renda de pessoa jurídica retido na fonte   
5938;14;DIREITO TRIBUTÁRIO;5916;Impostos;5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5938;Incidência sobre Lucro;;;;; direito tributário impostos irpj/imposto de renda de pessoa jurídica incidência sobre lucro   
5939;14;DIREITO TRIBUTÁRIO;5916;Impostos;5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5939;Cooperativa;;;;; direito tributário impostos irpj/imposto de renda de pessoa jurídica cooperativa   
5940;14;DIREITO TRIBUTÁRIO;5916;Impostos;5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5940;Compensação de Prejuízos;;;;; direito tributário impostos irpj/imposto de renda de pessoa jurídica compensação de prejuízos   
5934;14;DIREITO TRIBUTÁRIO;5916;Impostos;5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5934;Microempresa;;;;; direito tributário impostos irpj/imposto de renda de pessoa jurídica microempresa   
5954;14;DIREITO TRIBUTÁRIO;5916;Impostos;5954;ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis;;;;;;; direito tributário impostos itbi - imposto de transmissão intervivos de bens móveis e imóveis    
5924;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5924;Incidência sobre Proventos de Previdência Privada;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre proventos de previdência privada   
10533;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;10533;Incidência sobre Auxílio-creche;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre auxílio-creche   
10532;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;10532;Incidência sobre Auxílio-condução;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre auxílio-condução   
10689;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;10689;Correção da Tabela;;;;; direito tributário impostos irpf/imposto de renda de pessoa física correção da tabela   
10661;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;10661;Incidência sobre Abono de Permanência;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre abono de permanência   
5918;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5918;Incidência sobre PDV;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre pdv   
5919;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5919;Incidência sobre Aposentadoria;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre aposentadoria   
5920;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5920;Incidência sobre Aplicações Financeiras;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre aplicações financeiras   
5921;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5921;Incidência sobre Licença-Prêmio/Abono/Indenização;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre licença-prêmio/abono/indenização   
5923;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5923;Incidência sobre Férias Compensadas;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre férias compensadas   
5925;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5925;Incidência sobre Participação nos Lucros;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre participação nos lucros   
5932;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5932;Incidência decorrente de Liquidação de Entidade de Previdência Privada;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência decorrente de liquidação de entidade de previdência privada   
5931;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5931;Incidência decorrente de Desligamento de Plano de Previdência Privada;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência decorrente de desligamento de plano de previdência privada   
5930;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5930;Incidência sobre Hora Extra;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre hora extra   
5929;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5929;Incidência sobre Função Comissionada;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre função comissionada   
5928;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5928;Incidência sobre 13° Salário;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre 13° salário   
5927;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5927;Incidência sobre 1/3 de férias (art. 7º, XVII da CF);;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre 1/3 de férias (art. 7º, xvii da cf)   
5922;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5922;Retido na fonte;;;;; direito tributário impostos irpf/imposto de renda de pessoa física retido na fonte   
5926;14;DIREITO TRIBUTÁRIO;5916;Impostos;5917;IRPF/Imposto de Renda de Pessoa Física;5926;Incidência sobre Lucro Imobiliário;;;;; direito tributário impostos irpf/imposto de renda de pessoa física incidência sobre lucro imobiliário   
10923;14;DIREITO TRIBUTÁRIO;6017;Dívida Ativa;10923;Cobrança de Juros Moratórios de Massa Falida;;;;;;; direito tributário dívida ativa cobrança de juros moratórios de massa falida    
10922;14;DIREITO TRIBUTÁRIO;6017;Dívida Ativa;10922;Cobrança de Multa Moratória de Massa Falida;;;;;;; direito tributário dívida ativa cobrança de multa moratória de massa falida    
10887;14;DIREITO TRIBUTÁRIO;6017;Dívida Ativa;10887;Ausência de Cobrança Administrativa Prévia;;;;;;; direito tributário dívida ativa ausência de cobrança administrativa prévia    
10539;14;DIREITO TRIBUTÁRIO;5978;Obrigação Tributária;10539;Capacidade Tributária;;;;;;; direito tributário obrigação tributária capacidade tributária    
5983;14;DIREITO TRIBUTÁRIO;5978;Obrigação Tributária;5983;CNPJ/Cadastro Nacional de Pessoas Jurídicas;;;;;;; direito tributário obrigação tributária cnpj/cadastro nacional de pessoas jurídicas    
5984;14;DIREITO TRIBUTÁRIO;5978;Obrigação Tributária;5984;CPF/Cadastro de Pessoas Físicas;;;;;;; direito tributário obrigação tributária cpf/cadastro de pessoas físicas    
5982;14;DIREITO TRIBUTÁRIO;5978;Obrigação Tributária;5982;DIMOB/Declaração de Informações sobre Atividades Imobilíárias;;;;;;; direito tributário obrigação tributária dimob/declaração de informações sobre atividades imobilíárias    
5981;14;DIREITO TRIBUTÁRIO;5978;Obrigação Tributária;5979;Responsabilidade tributária;5981;Substituição Tributária;;;;; direito tributário obrigação tributária responsabilidade tributária substituição tributária   
5980;14;DIREITO TRIBUTÁRIO;5978;Obrigação Tributária;5979;Responsabilidade tributária;5980;Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante;;;;; direito tributário obrigação tributária responsabilidade tributária responsabilidade tributária do sócio-gerente / diretor / representante   
5985;14;DIREITO TRIBUTÁRIO;5978;Obrigação Tributária;5985;Obrigação Acessória;;;;;;; direito tributário obrigação tributária obrigação acessória    
6027;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;6027;Autorização para Impressão de Documentos Fiscais - AIDF;;;;;;; direito tributário procedimentos fiscais autorização para impressão de documentos fiscais - aidf    
6024;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;6024;Liberação de mercadorias;;;;;;; direito tributário procedimentos fiscais liberação de mercadorias    
6028;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;6028;Liberação de Veículo Apreendido;;;;;;; direito tributário procedimentos fiscais liberação de veículo apreendido    
6026;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;6026;Cadastro de Inadimplentes - CADIN;;;;;;; direito tributário procedimentos fiscais cadastro de inadimplentes - cadin    
6025;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;6025;Levantamento de depósito;;;;;;; direito tributário procedimentos fiscais levantamento de depósito    
6023;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;6022;Sigilo Fiscal;6023;Utilização de Dados Relativos à CPMF para Fins de Fiscalização;;;;; direito tributário procedimentos fiscais sigilo fiscal utilização de dados relativos à cpmf para fins de fiscalização   
10560;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;10560;Quebra de Sigilo Bancário;;;;;;; direito tributário procedimentos fiscais quebra de sigilo bancário    
6029;14;DIREITO TRIBUTÁRIO;6021;Procedimentos Fiscais;6029;Perdimento de Bens;;;;;;; direito tributário procedimentos fiscais perdimento de bens    
6088;14;DIREITO TRIBUTÁRIO;6088;Discriminação Tributária MERCOSUL;;;;;;;;; direito tributário discriminação tributária mercosul     
5996;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5996;Anistia;;;;;;; direito tributário crédito tributário anistia    
5997;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5997;Denúncia espontânea;;;;;;; direito tributário crédito tributário denúncia espontânea    
6006;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6006;Prazo de Recolhimento;;;;;;; direito tributário crédito tributário prazo de recolhimento    
5998;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5998;Lançamento;;;;;;; direito tributário crédito tributário lançamento    
6000;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5999;CND/Certidão Negativa de Débito;6000;Expedição de CND;;;;; direito tributário crédito tributário cnd/certidão negativa de débito expedição de cnd   
6001;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5999;CND/Certidão Negativa de Débito;6001;Expedição de Certidão Positiva de Débito com Efeito de Negativa;;;;; direito tributário crédito tributário cnd/certidão negativa de débito expedição de certidão positiva de débito com efeito de negativa   
6002;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5999;CND/Certidão Negativa de Débito;6002;Certificado de Regularidade - FGTS;;;;; direito tributário crédito tributário cnd/certidão negativa de débito certificado de regularidade - fgts   
6003;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6003;Incentivos fiscais;;;;;;; direito tributário crédito tributário incentivos fiscais    
6004;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6004;Anulação de Débito Fiscal;;;;;;; direito tributário crédito tributário anulação de débito fiscal    
6005;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6005;Juros/Correção Monetária;;;;;;; direito tributário crédito tributário juros/correção monetária    
6007;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6007;Repetição de indébito;;;;;;; direito tributário crédito tributário repetição de indébito    
10559;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6008;Base de Cálculo;10559;"Cálculo de ICMS &quot;por dentro&quot;";;;;;" direito tributário crédito tributário base de cálculo cálculo de icms &quot;por dentro&quot;   "
10558;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6008;Base de Cálculo;10558;Exclusão - Receitas Provenientes de Exportação;;;;; direito tributário crédito tributário base de cálculo exclusão - receitas provenientes de exportação   
10556;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6008;Base de Cálculo;10556;Exclusão - ICMS;;;;; direito tributário crédito tributário base de cálculo exclusão - icms   
10959;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6008;Base de Cálculo;10959;Exclusão - Receitas Transferidas a outras Pessoas Jurídicas;;;;; direito tributário crédito tributário base de cálculo exclusão - receitas transferidas a outras pessoas jurídicas   
10557;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6008;Base de Cálculo;10557;Exclusão - IPI;;;;; direito tributário crédito tributário base de cálculo exclusão - ipi   
6009;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6009;Crédito Prêmio;;;;;;; direito tributário crédito tributário crédito prêmio    
6010;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6010;Crédito Presumido;;;;;;; direito tributário crédito tributário crédito presumido    
6011;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6011;Fato Gerador/Incidência;;;;;;; direito tributário crédito tributário fato gerador/incidência    
6013;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6012;Alíquota;6013;Alíquota Zero;;;;; direito tributário crédito tributário alíquota alíquota zero   
6014;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6012;Alíquota;6014;Alíquota Progressiva;;;;; direito tributário crédito tributário alíquota alíquota progressiva   
6015;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6012;Alíquota;6015;Índice da Alíquota;;;;; direito tributário crédito tributário alíquota índice da alíquota   
6016;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;6016;Creditamento;;;;;;; direito tributário crédito tributário creditamento    
5991;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5991;Compensação com Apólices da Dívida Pública;;;;; direito tributário crédito tributário extinção do crédito tributário compensação com apólices da dívida pública   
5995;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5995;TDA/Títulos da Dívida Agrária;;;;; direito tributário crédito tributário extinção do crédito tributário tda/títulos da dívida agrária   
10544;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5992;Prescrição;10544;Constitucionalidade do artigo 4º da LC 118/05;;; direito tributário crédito tributário extinção do crédito tributário prescrição constitucionalidade do artigo 4º da lc 118/05  
10549;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5992;Prescrição;10546;Suspensão;10549;Arquivamento Administrativo - Crédito de Pequeno Valor; direito tributário crédito tributário extinção do crédito tributário prescrição suspensão arquivamento administrativo - crédito de pequeno valor 
10545;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5992;Prescrição;10545;Constitucionalidade do artigo 46 da Lei 8212/91;;; direito tributário crédito tributário extinção do crédito tributário prescrição constitucionalidade do artigo 46 da lei 8212/91  
10550;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5992;Prescrição;10547;Interrupção;10550;Despacho de Citação; direito tributário crédito tributário extinção do crédito tributário prescrição interrupção despacho de citação 
10548;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5992;Prescrição;10548;Decretação de Ofício;;; direito tributário crédito tributário extinção do crédito tributário prescrição decretação de ofício  
5994;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5994;Compensação;;;;; direito tributário crédito tributário extinção do crédito tributário compensação   
10551;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5990;Extinção do Crédito Tributário;5993;Decadência;10551;Constitucionalidade do artigo 45 da Lei 8212/91;;; direito tributário crédito tributário extinção do crédito tributário decadência constitucionalidade do artigo 45 da lei 8212/91  
10543;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5987;Suspensão da Exigibilidade;10543;Depósito Judicial;;;;; direito tributário crédito tributário suspensão da exigibilidade depósito judicial   
5988;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5987;Suspensão da Exigibilidade;5988;Carta de fiança;;;;; direito tributário crédito tributário suspensão da exigibilidade carta de fiança   
5989;14;DIREITO TRIBUTÁRIO;5986;Crédito Tributário;5987;Suspensão da Exigibilidade;5989;Parcelamento;;;;; direito tributário crédito tributário suspensão da exigibilidade parcelamento   
6019;14;DIREITO TRIBUTÁRIO;6018;Processo Administrativo Fiscal;6019;Depósito Prévio ao Recurso Administrativo;;;;;;; direito tributário processo administrativo fiscal depósito prévio ao recurso administrativo    
6020;14;DIREITO TRIBUTÁRIO;6018;Processo Administrativo Fiscal;6020;Arrolamento de Bens;;;;;;; direito tributário processo administrativo fiscal arrolamento de bens    
6030;14;DIREITO TRIBUTÁRIO;6030;"GATT - &quot;Acordo Geral sobre Tarifas e Comércio&quot;";;;;;;;;;" direito tributário gatt - &quot;acordo geral sobre tarifas e comércio&quot;     "
6081;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6081;FUNDAF/Fundo Especial de Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização;;;;; direito tributário contribuições contribuições especiais fundaf/fundo especial de desenvolvimento e aperfeiçoamento das atividades de fiscalização   
6087;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6087;CPMF/Contribuição Provisória sobre Movimentação Financeira;;;;; direito tributário contribuições contribuições especiais cpmf/contribuição provisória sobre movimentação financeira   
6086;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6086;Contribuição sobre Açúcar e Álcool;;;;; direito tributário contribuições contribuições especiais contribuição sobre açúcar e álcool   
6075;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6075;Adicional de Tarifa Aeroportuária;;;;; direito tributário contribuições contribuições especiais adicional de tarifa aeroportuária   
6074;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6074;AITP/Adicional de Indenização do Trabalhador Portuário Avulso;;;;; direito tributário contribuições contribuições especiais aitp/adicional de indenização do trabalhador portuário avulso   
6085;14;DIREITO TRIBUTÁRIO;6031;Contribuições;6071;Contribuições Especiais;6085;FGTS/Fundo de Garantia Por Tempo de Serviço;;;;; direito tributário contribuições contribuições especiais fgts/fundo de garantia por tempo de serviço   
