COD_CLASSE;JUST_ES_1GRAU;JUST_ES_2GRAU;JUST_ES_JUIZADO_ES;JUST_ES_TURMAS;JUST_ES_1GRAU_MIL;JUST_ES_2GRAU_MIL;JUST_ES_JUIZADO_ES_FP;JUST_TU_ES_UN;JUST_FED_1GRAU;JUST_FED_2GRAU;JUST_FED_JUIZADO_ES;JUST_FED_TURMAS;JUST_FED_NACIONAL;JUST_FED_REGIONAL;JUST_TRAB_1GRAU;JUST_TRAB_2GRAU;JUST_TRAB_TST;JUST_TRAB_CSJT;STF;STJ;CJF;CNJ;JUST_MIL_UNIAO_1GRAU;JUST_MIL_UNIAO_STM;JUST_MIL_EST_1GRAU;JUST_MIL_EST_TJM;JUST_ELEI_1GRAU;JUST_ELEI_2GRAU;JUST_ELEI_TSE
12059;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12060;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12061;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12070;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12071;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12072;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12073;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12074;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12075;S;S;N;N;N;N;N;N;S;S;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N
12076;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12077;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12078;S;S;N;N;N;N;S;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12079;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
1208;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;N;N
12080;S;S;S;S;S;S;S;S;S;S;S;S;S;S;N;N;N;N;N;N;S;N;N;N;S;S;N;N;N
12081;S;S;S;S;S;S;S;S;S;S;S;S;S;S;N;N;N;N;N;N;S;N;N;N;S;S;N;N;N
12082;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12083;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12084;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12085;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;S;S;N;S;S;N;N;N;N;N;S;N;N;N
12086;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12087;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;S;N;N;S;N;N;N;N;N;N;S;N;N;N
12088;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12089;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
1209;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
121;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12117;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N
12118;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;S;N;N;N;N;N;N;N;N;N
12119;S;S;S;S;N;N;S;N;S;S;S;S;N;N;S;S;S;N;S;S;N;N;N;N;N;N;N;N;N
12120;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12121;S;S;S;N;S;S;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
12122;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;S;S;N;N;N;S;N;S;S;S;S
12123;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;S;S;S
12125;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;S;S;S
12126;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;S;S;S
12127;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;N;N;N
12128;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;S;S;S
12129;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;S;S;S
12132;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N
12133;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S
12134;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S
12135;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S;S
12136;S;S;S;N;S;S;N;N;S;S;S;N;N;N;S;S;S;N;S;S;N;N;N;N;S;S;N;N;N
12137;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12138;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12139;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N
12153;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12154;S;N;S;N;N;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12190;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N
12191;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N
12192;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N
12193;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
122;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12226;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;S;S;N;N;N;N;S;S;S;S;S
12227;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;S;S;N;N;N;N;S;S;S;S;S
12228;S;S;N;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;S;S;N;N;N;N;S;S;S;S;S
12229;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12230;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12231;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12232;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12233;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12234;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12246;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12247;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12248;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;S;N;S;S;N;N;N;S;N;S;N;S;S
12249;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N
12250;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
12251;S;S;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
123;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
1230;S;S;S;S;S;S;S;N;S;S;S;S;N;S;S;S;S;N;N;N;S;N;N;N;S;S;S;S;S
1231;S;S;S;S;S;S;S;N;S;S;S;S;N;S;S;S;S;N;N;N;S;N;N;N;S;S;S;S;S
1232;S;S;S;N;S;S;S;N;S;S;S;S;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;N
1233;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N
12357;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N
12369;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12370;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12371;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12372;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12373;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12374;S;N;S;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12375;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;S;S;N;N;N;N;N;S;N;S;S
12376;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12377;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12386;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12388;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12389;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12391;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
12394;N;S;N;S;N;N;N;N;N;S;N;S;N;N;N;S;N;N;N;N;N;N;N;S;N;S;S;S;S
124;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12423;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12424;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12464;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S
12465;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12466;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12541;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N
12549;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N
12550;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N
12551;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
12552;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12553;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
12554;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N
12555;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N
12556;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N
12557;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N
12558;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
100;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
1000;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
1001;N;N;N;N;N;N;N;N;N;S;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N
1002;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
1003;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N
1004;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
1005;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N
1006;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N
1007;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N
1008;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N
1009;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N
1013;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1015;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1016;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1017;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1018;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1019;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1020;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1021;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1022;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1023;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1024;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
1025;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N
293;S;S;S;N;N;N;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
294;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
295;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
297;S;S;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
299;N;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
30;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
300;S;S;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
302;S;S;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
303;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
304;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
305;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
306;S;S;S;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
307;S;S;S;S;S;S;N;N;S;S;S;S;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S
308;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;S;S;S
309;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
31;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
310;S;S;S;N;S;S;N;N;S;S;S;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
311;S;S;N;N;S;S;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
312;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
313;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
314;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
315;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
316;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
317;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
318;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
319;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
32;S;S;N;N;S;S;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;S;S;N;N;N
320;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
321;S;S;S;S;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
322;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
323;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
324;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
325;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
326;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;S;S;N;N;S;S;S;S;S;S;S
327;S;S;S;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
328;N;N;N;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
329;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
330;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
331;S;S;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;S;S;S
332;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
333;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
334;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
335;S;S;S;S;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
34;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
35;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
355;S;S;S;S;S;S;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S;S
37;S;S;S;N;S;S;N;N;S;S;N;N;N;N;S;S;S;N;N;N;N;N;N;N;S;S;S;S;S
375;N;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
38;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;N;N;N
385;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
386;S;S;S;N;S;S;N;N;S;S;S;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
39;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
40;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
406;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
407;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
408;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
409;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
41;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
410;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
411;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S;S
412;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
413;S;S;N;N;S;S;N;N;S;S;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S;S
416;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
417;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
418;N;S;N;S;S;S;N;N;S;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S
419;N;S;N;S;N;N;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
420;S;S;S;S;S;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S;S;S;S
421;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
422;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
424;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;S;S
425;N;N;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
426;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
427;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
428;N;S;N;S;N;S;N;N;N;S;N;S;N;N;N;N;N;N;N;N;N;N;N;S;N;S;N;S;S
432;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;S;S;S;S
433;N;S;N;N;N;S;N;N;N;S;N;N;S;S;N;N;N;N;N;S;S;N;N;N;N;S;N;N;N
436;N;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
44;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
45;S;N;N;N;N;N;N;N;S;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N
457;N;N;N;N;N;N;N;S;N;N;N;S;S;S;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N
46;S;S;S;S;S;S;N;N;S;S;S;S;N;S;S;S;S;N;N;S;S;S;N;N;S;S;N;N;N
460;N;N;N;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
47;N;S;N;N;N;S;N;N;N;S;N;N;N;N;N;S;S;N;N;N;N;N;N;N;N;S;N;S;S
48;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
49;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
5;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
50;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
51;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
52;S;N;N;N;S;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;S;N;N;N;N
53;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
54;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
547;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
55;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
56;S;N;N;N;N;N;N;N;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
57;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
58;S;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N
